Cue,Image,Category,CorrectResponse,CityName,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type
TELEFON UTCA,stimuli/objects/072a.jpg,object,left,Camponello,0,stimuli/objects/072a.jpg,stimuli/objects/072a.jpg,stimuli/scenes/099a.jpg,stimuli/objects/072b.jpg,stimuli/scenes/099b.jpg,target,dist1,lure,dist2
SZIKLA UTCA,stimuli/objects/082a.jpg,object,left,Camponello,1,stimuli/objects/039a.jpg,stimuli/objects/039b.jpg,stimuli/objects/039a.jpg,stimuli/objects/054a.jpg,stimuli/objects/054b.jpg,lure,target,dist1,dist2
KORONA UTCA,stimuli/objects/080a.jpg,object,left,Camponello,0,stimuli/objects/080a.jpg,stimuli/scenes/116a.jpg,stimuli/objects/080a.jpg,stimuli/objects/080b.jpg,stimuli/scenes/116b.jpg,dist1,target,lure,dist2
TIGRIS UTCA,stimuli/scenes/024a.jpg,scene,right,Camponello,0,stimuli/scenes/024a.jpg,stimuli/scenes/024a.jpg,stimuli/scenes/024b.jpg,stimuli/scenes/046b.jpg,stimuli/scenes/046a.jpg,target,lure,dist2,dist1
MANDARIN UTCA,stimuli/objects/091a.jpg,object,left,Camponello,0,stimuli/objects/091a.jpg,stimuli/objects/091a.jpg,stimuli/scenes/029a.jpg,stimuli/scenes/029b.jpg,stimuli/objects/091b.jpg,target,dist1,dist2,lure
TÁSKA UTCA,stimuli/objects/030a.jpg,object,left,Camponello,0,stimuli/objects/030a.jpg,stimuli/objects/030a.jpg,stimuli/objects/099a.jpg,stimuli/objects/099b.jpg,stimuli/objects/030b.jpg,target,dist1,dist2,lure
ÁLLOMÁS UTCA,stimuli/scenes/077a.jpg,scene,right,Camponello,0,stimuli/scenes/077a.jpg,stimuli/objects/036b.jpg,stimuli/scenes/077b.jpg,stimuli/scenes/077a.jpg,stimuli/objects/036a.jpg,dist2,lure,target,dist1
PADLÓ UTCA,stimuli/scenes/082a.jpg,scene,right,Camponello,2,stimuli/objects/095a.jpg,stimuli/scenes/006b.jpg,stimuli/scenes/006a.jpg,stimuli/objects/095a.jpg,stimuli/objects/095b.jpg,dist2,dist1,target,lure
HÁRFA UTCA,stimuli/scenes/014a.jpg,scene,right,Camponello,1,stimuli/scenes/020a.jpg,stimuli/scenes/020a.jpg,stimuli/scenes/020b.jpg,stimuli/scenes/057a.jpg,stimuli/scenes/057b.jpg,target,lure,dist1,dist2
PULÓVER UTCA,stimuli/scenes/029a.jpg,scene,right,Camponello,0,stimuli/scenes/029a.jpg,stimuli/scenes/051b.jpg,stimuli/scenes/029a.jpg,stimuli/scenes/029b.jpg,stimuli/scenes/051a.jpg,dist2,target,lure,dist1
NARANCS UTCA,stimuli/scenes/039a.jpg,scene,right,Camponello,2,stimuli/objects/032a.jpg,stimuli/objects/032a.jpg,stimuli/scenes/053b.jpg,stimuli/scenes/053a.jpg,stimuli/objects/032b.jpg,target,dist2,dist1,lure
ÜVEG UTCA,stimuli/scenes/093a.jpg,scene,right,Camponello,2,stimuli/objects/028a.jpg,stimuli/objects/028a.jpg,stimuli/scenes/095a.jpg,stimuli/objects/028b.jpg,stimuli/scenes/095b.jpg,target,dist1,lure,dist2
KOCKA UTCA,stimuli/scenes/009a.jpg,scene,right,Camponello,0,stimuli/scenes/009a.jpg,stimuli/objects/035b.jpg,stimuli/objects/035a.jpg,stimuli/scenes/009a.jpg,stimuli/scenes/009b.jpg,dist2,dist1,target,lure
MÁRVÁNY UTCA,stimuli/scenes/113a.jpg,scene,right,Camponello,0,stimuli/scenes/113a.jpg,stimuli/scenes/113b.jpg,stimuli/scenes/067a.jpg,stimuli/scenes/113a.jpg,stimuli/scenes/067b.jpg,lure,dist1,target,dist2
TOLMÁCS UTCA,stimuli/scenes/068a.jpg,scene,right,Camponello,0,stimuli/scenes/068a.jpg,stimuli/scenes/068a.jpg,stimuli/scenes/068b.jpg,stimuli/objects/048a.jpg,stimuli/objects/048b.jpg,target,lure,dist1,dist2
VÖDÖR UTCA,stimuli/scenes/055a.jpg,scene,right,Camponello,0,stimuli/scenes/055a.jpg,stimuli/scenes/044b.jpg,stimuli/scenes/044a.jpg,stimuli/scenes/055a.jpg,stimuli/scenes/055b.jpg,dist2,dist1,target,lure
MUNKA UTCA,stimuli/objects/109a.jpg,object,left,Camponello,0,stimuli/objects/109a.jpg,stimuli/objects/109b.jpg,stimuli/objects/109a.jpg,stimuli/objects/040b.jpg,stimuli/objects/040a.jpg,lure,target,dist2,dist1
TERASZ UTCA,stimuli/scenes/116a.jpg,scene,right,Camponello,0,stimuli/scenes/116a.jpg,stimuli/scenes/104b.jpg,stimuli/scenes/104a.jpg,stimuli/scenes/116a.jpg,stimuli/scenes/116b.jpg,dist2,dist1,target,lure
SZAPPAN UTCA,stimuli/scenes/102a.jpg,scene,right,Camponello,1,stimuli/scenes/062a.jpg,stimuli/scenes/062b.jpg,stimuli/scenes/062a.jpg,stimuli/scenes/106b.jpg,stimuli/scenes/106a.jpg,lure,target,dist2,dist1
RÁDIÓ UTCA,stimuli/scenes/098a.jpg,scene,right,Camponello,0,stimuli/scenes/098a.jpg,stimuli/objects/030a.jpg,stimuli/objects/030b.jpg,stimuli/scenes/098b.jpg,stimuli/scenes/098a.jpg,dist1,dist2,lure,target
TORONY UTCA,stimuli/objects/010a.jpg,object,left,Camponello,2,stimuli/scenes/006a.jpg,stimuli/scenes/110a.jpg,stimuli/scenes/006a.jpg,stimuli/scenes/110b.jpg,stimuli/scenes/006b.jpg,dist1,target,dist2,lure
FOGAS UTCA,stimuli/objects/004a.jpg,object,left,Camponello,0,stimuli/objects/004a.jpg,stimuli/objects/022b.jpg,stimuli/objects/004a.jpg,stimuli/objects/022a.jpg,stimuli/objects/004b.jpg,dist2,target,dist1,lure
SAJTÓ UTCA,stimuli/scenes/016a.jpg,scene,right,Camponello,2,stimuli/objects/065a.jpg,stimuli/objects/065b.jpg,stimuli/objects/065a.jpg,stimuli/objects/096b.jpg,stimuli/objects/096a.jpg,lure,target,dist2,dist1
KÍGYÓ UTCA,stimuli/scenes/100a.jpg,scene,right,Camponello,0,stimuli/scenes/100a.jpg,stimuli/scenes/100b.jpg,stimuli/objects/072b.jpg,stimuli/scenes/100a.jpg,stimuli/objects/072a.jpg,lure,dist2,target,dist1
KATONA UTCA,stimuli/objects/049a.jpg,object,left,Camponello,1,stimuli/objects/052a.jpg,stimuli/objects/052a.jpg,stimuli/objects/039a.jpg,stimuli/objects/039b.jpg,stimuli/objects/052b.jpg,target,dist1,dist2,lure
LEMEZ UTCA,stimuli/objects/011a.jpg,object,left,Camponello,0,stimuli/objects/011a.jpg,stimuli/objects/011a.jpg,stimuli/objects/087b.jpg,stimuli/objects/087a.jpg,stimuli/objects/011b.jpg,target,dist2,dist1,lure
KANÁL UTCA,stimuli/objects/092a.jpg,object,left,Camponello,1,stimuli/objects/031a.jpg,stimuli/objects/031b.jpg,stimuli/scenes/001a.jpg,stimuli/objects/031a.jpg,stimuli/scenes/001b.jpg,lure,dist1,target,dist2
PAPRIKA UTCA,stimuli/scenes/056a.jpg,scene,right,Camponello,0,stimuli/scenes/056a.jpg,stimuli/scenes/079a.jpg,stimuli/scenes/056a.jpg,stimuli/scenes/079b.jpg,stimuli/scenes/056b.jpg,dist1,target,dist2,lure
KRÉTA UTCA,stimuli/scenes/086a.jpg,scene,right,Camponello,0,stimuli/scenes/086a.jpg,stimuli/scenes/086b.jpg,stimuli/scenes/022a.jpg,stimuli/scenes/086a.jpg,stimuli/scenes/022b.jpg,lure,dist1,target,dist2
ZÁSZLÓ UTCA,stimuli/scenes/028a.jpg,scene,right,Camponello,0,stimuli/scenes/028a.jpg,stimuli/objects/100b.jpg,stimuli/scenes/028b.jpg,stimuli/objects/100a.jpg,stimuli/scenes/028a.jpg,dist2,lure,dist1,target
LIGET UTCA,stimuli/scenes/005a.jpg,scene,right,Camponello,1,stimuli/scenes/106a.jpg,stimuli/scenes/062b.jpg,stimuli/scenes/106a.jpg,stimuli/scenes/106b.jpg,stimuli/scenes/062a.jpg,dist2,target,lure,dist1
GYŰRŰ UTCA,stimuli/objects/025a.jpg,object,left,Camponello,0,stimuli/objects/025a.jpg,stimuli/scenes/028a.jpg,stimuli/scenes/028b.jpg,stimuli/objects/025a.jpg,stimuli/objects/025b.jpg,dist1,dist2,target,lure
SZILVA UTCA,stimuli/scenes/081a.jpg,scene,right,Camponello,0,stimuli/scenes/081a.jpg,stimuli/objects/020a.jpg,stimuli/scenes/081a.jpg,stimuli/objects/020b.jpg,stimuli/scenes/081b.jpg,dist1,target,dist2,lure
KALAPÁCS UTCA,stimuli/objects/003a.jpg,object,left,Camponello,0,stimuli/objects/003a.jpg,stimuli/objects/003b.jpg,stimuli/objects/003a.jpg,stimuli/objects/024b.jpg,stimuli/objects/024a.jpg,lure,target,dist2,dist1
PETÁRDA UTCA,stimuli/scenes/099a.jpg,scene,right,Camponello,0,stimuli/scenes/099a.jpg,stimuli/scenes/099a.jpg,stimuli/objects/104b.jpg,stimuli/objects/104a.jpg,stimuli/scenes/099b.jpg,target,dist2,dist1,lure
KARTON UTCA,stimuli/scenes/003a.jpg,scene,right,Camponello,1,stimuli/scenes/001a.jpg,stimuli/scenes/001a.jpg,stimuli/scenes/001b.jpg,stimuli/objects/052b.jpg,stimuli/objects/052a.jpg,target,lure,dist2,dist1
ZSEMLE UTCA,stimuli/objects/046a.jpg,object,left,Camponello,0,stimuli/objects/046a.jpg,stimuli/objects/046b.jpg,stimuli/objects/046a.jpg,stimuli/objects/080a.jpg,stimuli/objects/080b.jpg,lure,target,dist1,dist2
OROSZLÁN UTCA,stimuli/objects/111a.jpg,object,left,Camponello,0,stimuli/objects/111a.jpg,stimuli/objects/111b.jpg,stimuli/objects/009a.jpg,stimuli/objects/111a.jpg,stimuli/objects/009b.jpg,lure,dist1,target,dist2
HEGEDŰ UTCA,stimuli/scenes/104a.jpg,scene,right,Camponello,0,stimuli/scenes/104a.jpg,stimuli/scenes/087a.jpg,stimuli/scenes/104b.jpg,stimuli/scenes/104a.jpg,stimuli/scenes/087b.jpg,dist1,lure,target,dist2
DOMINÓ UTCA,stimuli/objects/058a.jpg,object,left,Camponello,2,stimuli/scenes/095a.jpg,stimuli/scenes/095a.jpg,stimuli/scenes/095b.jpg,stimuli/objects/065b.jpg,stimuli/objects/065a.jpg,target,lure,dist2,dist1
BÚJÓCSKA UTCA,stimuli/objects/116a.jpg,object,left,Camponello,1,stimuli/objects/113a.jpg,stimuli/objects/113b.jpg,stimuli/objects/017a.jpg,stimuli/objects/113a.jpg,stimuli/objects/017b.jpg,lure,dist1,target,dist2
MOTOR UTCA,stimuli/scenes/043a.jpg,scene,right,Camponello,0,stimuli/scenes/043a.jpg,stimuli/scenes/043a.jpg,stimuli/scenes/034a.jpg,stimuli/scenes/034b.jpg,stimuli/scenes/043b.jpg,target,dist1,dist2,lure
PAPAGÁJ UTCA,stimuli/scenes/087a.jpg,scene,right,Camponello,0,stimuli/scenes/087a.jpg,stimuli/scenes/087b.jpg,stimuli/objects/011a.jpg,stimuli/objects/011b.jpg,stimuli/scenes/087a.jpg,lure,dist1,dist2,target
LÁNDZSA UTCA,stimuli/objects/053a.jpg,object,left,Camponello,1,stimuli/objects/054a.jpg,stimuli/objects/113b.jpg,stimuli/objects/113a.jpg,stimuli/objects/054a.jpg,stimuli/objects/054b.jpg,dist2,dist1,target,lure
KESELYŰ UTCA,stimuli/objects/018a.jpg,object,left,Camponello,2,stimuli/scenes/030a.jpg,stimuli/scenes/030a.jpg,stimuli/scenes/030b.jpg,stimuli/scenes/033b.jpg,stimuli/scenes/033a.jpg,target,lure,dist2,dist1
ORVOS UTCA,stimuli/objects/006a.jpg,object,left,Camponello,0,stimuli/objects/006a.jpg,stimuli/scenes/024a.jpg,stimuli/scenes/024b.jpg,stimuli/objects/006a.jpg,stimuli/objects/006b.jpg,dist1,dist2,target,lure
BANÁN UTCA,stimuli/scenes/034a.jpg,scene,right,Camponello,0,stimuli/scenes/034a.jpg,stimuli/scenes/034b.jpg,stimuli/objects/111a.jpg,stimuli/objects/111b.jpg,stimuli/scenes/034a.jpg,lure,dist1,dist2,target
EGÉR UTCA,stimuli/scenes/072a.jpg,scene,right,Camponello,1,stimuli/scenes/048a.jpg,stimuli/objects/031b.jpg,stimuli/scenes/048a.jpg,stimuli/scenes/048b.jpg,stimuli/objects/031a.jpg,dist2,target,lure,dist1
SZŐLŐ UTCA,stimuli/objects/007a.jpg,object,left,Camponello,0,stimuli/objects/007a.jpg,stimuli/objects/006a.jpg,stimuli/objects/006b.jpg,stimuli/objects/007a.jpg,stimuli/objects/007b.jpg,dist1,dist2,target,lure
MOCSÁR UTCA,stimuli/scenes/022a.jpg,scene,right,Camponello,0,stimuli/scenes/022a.jpg,stimuli/objects/007a.jpg,stimuli/objects/007b.jpg,stimuli/scenes/022a.jpg,stimuli/scenes/022b.jpg,dist1,dist2,target,lure
MARTINI UTCA,stimuli/objects/009a.jpg,object,left,Camponello,0,stimuli/objects/009a.jpg,stimuli/scenes/076a.jpg,stimuli/scenes/076b.jpg,stimuli/objects/009a.jpg,stimuli/objects/009b.jpg,dist1,dist2,target,lure
MUSTÁR UTCA,stimuli/scenes/041a.jpg,scene,right,Camponello,1,stimuli/scenes/057a.jpg,stimuli/scenes/057a.jpg,stimuli/scenes/048b.jpg,stimuli/scenes/048a.jpg,stimuli/scenes/057b.jpg,target,dist2,dist1,lure
TOLLTARTÓ UTCA,stimuli/scenes/073a.jpg,scene,right,Camponello,2,stimuli/objects/119a.jpg,stimuli/objects/119b.jpg,stimuli/objects/119a.jpg,stimuli/objects/095b.jpg,stimuli/objects/095a.jpg,lure,target,dist2,dist1
HAJÓ UTCA,stimuli/scenes/079a.jpg,scene,right,Camponello,0,stimuli/scenes/079a.jpg,stimuli/scenes/079b.jpg,stimuli/scenes/079a.jpg,stimuli/scenes/050a.jpg,stimuli/scenes/050b.jpg,lure,target,dist1,dist2
TRIATLON UTCA,stimuli/objects/087a.jpg,object,left,Camponello,0,stimuli/objects/087a.jpg,stimuli/objects/087a.jpg,stimuli/objects/047b.jpg,stimuli/objects/087b.jpg,stimuli/objects/047a.jpg,target,dist2,lure,dist1
FÉSZEK UTCA,stimuli/objects/064a.jpg,object,left,Camponello,2,stimuli/scenes/110a.jpg,stimuli/scenes/110b.jpg,stimuli/scenes/110a.jpg,stimuli/objects/032b.jpg,stimuli/objects/032a.jpg,lure,target,dist2,dist1
