Cue,Image,Category,CorrectResponse,CityName,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type
ECSET UTCA,stimuli/objects/089a.jpg,object,left,Camponello,1,stimuli/objects/092a.jpg,stimuli/scenes/002b.jpg,stimuli/objects/092b.jpg,stimuli/scenes/002a.jpg,stimuli/objects/092a.jpg,dist2,lure,dist1,target
HEGESZTŐ UTCA,stimuli/scenes/093a.jpg,scene,right,Camponello,0,stimuli/scenes/093a.jpg,stimuli/scenes/093b.jpg,stimuli/scenes/093a.jpg,stimuli/scenes/086a.jpg,stimuli/scenes/086b.jpg,lure,target,dist1,dist2
HEGEDŰ UTCA,stimuli/objects/118a.jpg,object,left,Camponello,0,stimuli/objects/118a.jpg,stimuli/objects/074a.jpg,stimuli/objects/118b.jpg,stimuli/objects/074b.jpg,stimuli/objects/118a.jpg,dist1,lure,dist2,target
VITORLA UTCA,stimuli/objects/053a.jpg,object,left,Camponello,0,stimuli/objects/053a.jpg,stimuli/scenes/059a.jpg,stimuli/objects/053a.jpg,stimuli/objects/053b.jpg,stimuli/scenes/059b.jpg,dist1,target,lure,dist2
BÚJÓCSKA UTCA,stimuli/scenes/066a.jpg,scene,right,Camponello,0,stimuli/scenes/066a.jpg,stimuli/scenes/066a.jpg,stimuli/scenes/066b.jpg,stimuli/objects/022b.jpg,stimuli/objects/022a.jpg,target,lure,dist2,dist1
SZIKLA UTCA,stimuli/objects/066a.jpg,object,left,Camponello,0,stimuli/objects/066a.jpg,stimuli/objects/066b.jpg,stimuli/objects/108b.jpg,stimuli/objects/066a.jpg,stimuli/objects/108a.jpg,lure,dist2,target,dist1
KESZTYŰ UTCA,stimuli/scenes/022a.jpg,scene,right,Camponello,0,stimuli/scenes/022a.jpg,stimuli/scenes/118b.jpg,stimuli/scenes/022a.jpg,stimuli/scenes/118a.jpg,stimuli/scenes/022b.jpg,dist2,target,dist1,lure
LÁNDZSA UTCA,stimuli/scenes/029a.jpg,scene,right,Camponello,0,stimuli/scenes/029a.jpg,stimuli/scenes/029a.jpg,stimuli/scenes/020a.jpg,stimuli/scenes/029b.jpg,stimuli/scenes/020b.jpg,target,dist1,lure,dist2
REPÜLŐ UTCA,stimuli/scenes/073a.jpg,scene,right,Camponello,0,stimuli/scenes/073a.jpg,stimuli/objects/082a.jpg,stimuli/scenes/073a.jpg,stimuli/scenes/073b.jpg,stimuli/objects/082b.jpg,dist1,target,lure,dist2
ZEBRA UTCA,stimuli/scenes/020a.jpg,scene,right,Camponello,0,stimuli/scenes/020a.jpg,stimuli/scenes/020a.jpg,stimuli/scenes/020b.jpg,stimuli/scenes/066b.jpg,stimuli/scenes/066a.jpg,target,lure,dist2,dist1
SZÖCSKE UTCA,stimuli/scenes/017a.jpg,scene,right,Camponello,0,stimuli/scenes/017a.jpg,stimuli/scenes/102b.jpg,stimuli/scenes/102a.jpg,stimuli/scenes/017a.jpg,stimuli/scenes/017b.jpg,dist2,dist1,target,lure
FIÓK UTCA,stimuli/objects/112a.jpg,object,left,Camponello,0,stimuli/objects/112a.jpg,stimuli/objects/112a.jpg,stimuli/objects/112b.jpg,stimuli/objects/066a.jpg,stimuli/objects/066b.jpg,target,lure,dist1,dist2
KÖMÉNYMAG UTCA,stimuli/objects/096a.jpg,object,left,Camponello,1,stimuli/objects/117a.jpg,stimuli/scenes/054a.jpg,stimuli/objects/117b.jpg,stimuli/objects/117a.jpg,stimuli/scenes/054b.jpg,dist1,lure,target,dist2
LÉTRA UTCA,stimuli/scenes/082a.jpg,scene,right,Camponello,1,stimuli/scenes/054a.jpg,stimuli/scenes/054b.jpg,stimuli/scenes/031b.jpg,stimuli/scenes/031a.jpg,stimuli/scenes/054a.jpg,lure,dist2,dist1,target
SZŐNYEG UTCA,stimuli/objects/098a.jpg,object,left,Camponello,1,stimuli/objects/018a.jpg,stimuli/objects/018a.jpg,stimuli/objects/018b.jpg,stimuli/objects/100b.jpg,stimuli/objects/100a.jpg,target,lure,dist2,dist1
TÉRKÉP UTCA,stimuli/scenes/069a.jpg,scene,right,Camponello,1,stimuli/scenes/043a.jpg,stimuli/scenes/026b.jpg,stimuli/scenes/026a.jpg,stimuli/scenes/043b.jpg,stimuli/scenes/043a.jpg,dist2,dist1,lure,target
KOCSI UTCA,stimuli/objects/021a.jpg,object,left,Camponello,0,stimuli/objects/021a.jpg,stimuli/scenes/052b.jpg,stimuli/scenes/052a.jpg,stimuli/objects/021b.jpg,stimuli/objects/021a.jpg,dist2,dist1,lure,target
LABDA UTCA,stimuli/scenes/113a.jpg,scene,right,Camponello,2,stimuli/objects/076a.jpg,stimuli/objects/076a.jpg,stimuli/scenes/030a.jpg,stimuli/objects/076b.jpg,stimuli/scenes/030b.jpg,target,dist1,lure,dist2
HAJÓ UTCA,stimuli/objects/025a.jpg,object,left,Camponello,2,stimuli/scenes/030a.jpg,stimuli/scenes/030a.jpg,stimuli/scenes/030b.jpg,stimuli/scenes/058a.jpg,stimuli/scenes/058b.jpg,target,lure,dist1,dist2
SZAXOFON UTCA,stimuli/objects/005a.jpg,object,left,Camponello,0,stimuli/objects/005a.jpg,stimuli/objects/005a.jpg,stimuli/objects/048a.jpg,stimuli/objects/005b.jpg,stimuli/objects/048b.jpg,target,dist1,lure,dist2
TULIPÁN UTCA,stimuli/objects/105a.jpg,object,left,Camponello,0,stimuli/objects/105a.jpg,stimuli/objects/105b.jpg,stimuli/objects/105a.jpg,stimuli/objects/013b.jpg,stimuli/objects/013a.jpg,lure,target,dist2,dist1
POLIP UTCA,stimuli/scenes/059a.jpg,scene,right,Camponello,0,stimuli/scenes/059a.jpg,stimuli/scenes/006a.jpg,stimuli/scenes/059a.jpg,stimuli/scenes/059b.jpg,stimuli/scenes/006b.jpg,dist1,target,lure,dist2
LÉPCSŐ UTCA,stimuli/scenes/077a.jpg,scene,right,Camponello,0,stimuli/scenes/077a.jpg,stimuli/objects/027b.jpg,stimuli/scenes/077a.jpg,stimuli/objects/027a.jpg,stimuli/scenes/077b.jpg,dist2,target,dist1,lure
LAKAT UTCA,stimuli/scenes/064a.jpg,scene,right,Camponello,0,stimuli/scenes/064a.jpg,stimuli/scenes/064a.jpg,stimuli/objects/046a.jpg,stimuli/scenes/064b.jpg,stimuli/objects/046b.jpg,target,dist1,lure,dist2
LEGELŐ UTCA,stimuli/scenes/089a.jpg,scene,right,Camponello,0,stimuli/scenes/089a.jpg,stimuli/scenes/089a.jpg,stimuli/objects/038b.jpg,stimuli/scenes/089b.jpg,stimuli/objects/038a.jpg,target,dist2,lure,dist1
KECSKE UTCA,stimuli/scenes/044a.jpg,scene,right,Camponello,2,stimuli/objects/040a.jpg,stimuli/objects/040b.jpg,stimuli/objects/040a.jpg,stimuli/objects/002a.jpg,stimuli/objects/002b.jpg,lure,target,dist1,dist2
TERÍTŐ UTCA,stimuli/scenes/015a.jpg,scene,right,Camponello,2,stimuli/objects/039a.jpg,stimuli/objects/039a.jpg,stimuli/objects/036a.jpg,stimuli/objects/036b.jpg,stimuli/objects/039b.jpg,target,dist1,dist2,lure
KÍGYÓ UTCA,stimuli/objects/114a.jpg,object,left,Camponello,0,stimuli/objects/114a.jpg,stimuli/objects/063a.jpg,stimuli/objects/114a.jpg,stimuli/objects/114b.jpg,stimuli/objects/063b.jpg,dist1,target,lure,dist2
BAGOLY UTCA,stimuli/objects/073a.jpg,object,left,Camponello,0,stimuli/objects/073a.jpg,stimuli/objects/073a.jpg,stimuli/objects/118a.jpg,stimuli/objects/073b.jpg,stimuli/objects/118b.jpg,target,dist1,lure,dist2
ÜVEG UTCA,stimuli/objects/048a.jpg,object,left,Camponello,0,stimuli/objects/048a.jpg,stimuli/objects/048b.jpg,stimuli/scenes/057b.jpg,stimuli/objects/048a.jpg,stimuli/scenes/057a.jpg,lure,dist2,target,dist1
FEJSZE UTCA,stimuli/scenes/046a.jpg,scene,right,Camponello,0,stimuli/scenes/046a.jpg,stimuli/objects/005b.jpg,stimuli/scenes/046b.jpg,stimuli/objects/005a.jpg,stimuli/scenes/046a.jpg,dist2,lure,dist1,target
SAJTÓ UTCA,stimuli/objects/031a.jpg,object,left,Camponello,2,stimuli/scenes/042a.jpg,stimuli/scenes/042b.jpg,stimuli/objects/078a.jpg,stimuli/objects/078b.jpg,stimuli/scenes/042a.jpg,lure,dist1,dist2,target
PAPAGÁJ UTCA,stimuli/objects/032a.jpg,object,left,Camponello,2,stimuli/scenes/079a.jpg,stimuli/scenes/090a.jpg,stimuli/scenes/079a.jpg,stimuli/scenes/079b.jpg,stimuli/scenes/090b.jpg,dist1,target,lure,dist2
CSAVAR UTCA,stimuli/scenes/095a.jpg,scene,right,Camponello,0,stimuli/scenes/095a.jpg,stimuli/objects/054b.jpg,stimuli/scenes/095b.jpg,stimuli/objects/054a.jpg,stimuli/scenes/095a.jpg,dist2,lure,dist1,target
FÉSŰ UTCA,stimuli/scenes/053a.jpg,scene,right,Camponello,1,stimuli/scenes/003a.jpg,stimuli/scenes/003a.jpg,stimuli/scenes/043b.jpg,stimuli/scenes/043a.jpg,stimuli/scenes/003b.jpg,target,dist2,dist1,lure
ZONGORA UTCA,stimuli/objects/019a.jpg,object,left,Camponello,1,stimuli/objects/100a.jpg,stimuli/objects/100b.jpg,stimuli/objects/093a.jpg,stimuli/objects/100a.jpg,stimuli/objects/093b.jpg,lure,dist1,target,dist2
KÓKUSZ UTCA,stimuli/objects/046a.jpg,object,left,Camponello,0,stimuli/objects/046a.jpg,stimuli/objects/046a.jpg,stimuli/objects/112a.jpg,stimuli/objects/046b.jpg,stimuli/objects/112b.jpg,target,dist1,lure,dist2
KARTON UTCA,stimuli/scenes/027a.jpg,scene,right,Camponello,1,stimuli/scenes/002a.jpg,stimuli/objects/092a.jpg,stimuli/objects/092b.jpg,stimuli/scenes/002b.jpg,stimuli/scenes/002a.jpg,dist1,dist2,lure,target
FÉNYKÉP UTCA,stimuli/objects/007a.jpg,object,left,Camponello,2,stimuli/scenes/058a.jpg,stimuli/scenes/058a.jpg,stimuli/scenes/042b.jpg,stimuli/scenes/058b.jpg,stimuli/scenes/042a.jpg,target,dist2,lure,dist1
KRÉTA UTCA,stimuli/scenes/019a.jpg,scene,right,Camponello,0,stimuli/scenes/019a.jpg,stimuli/scenes/018b.jpg,stimuli/scenes/019b.jpg,stimuli/scenes/018a.jpg,stimuli/scenes/019a.jpg,dist2,lure,dist1,target
KÖNYVTÁR UTCA,stimuli/scenes/085a.jpg,scene,right,Camponello,0,stimuli/scenes/085a.jpg,stimuli/scenes/041a.jpg,stimuli/scenes/085a.jpg,stimuli/scenes/085b.jpg,stimuli/scenes/041b.jpg,dist1,target,lure,dist2
ZSEMLE UTCA,stimuli/scenes/065a.jpg,scene,right,Camponello,0,stimuli/scenes/065a.jpg,stimuli/objects/114b.jpg,stimuli/scenes/065a.jpg,stimuli/scenes/065b.jpg,stimuli/objects/114a.jpg,dist2,target,lure,dist1
SZAPPAN UTCA,stimuli/objects/014a.jpg,object,left,Camponello,1,stimuli/objects/093a.jpg,stimuli/objects/093a.jpg,stimuli/objects/093b.jpg,stimuli/objects/117b.jpg,stimuli/objects/117a.jpg,target,lure,dist2,dist1
BETON UTCA,stimuli/objects/103a.jpg,object,left,Camponello,0,stimuli/objects/103a.jpg,stimuli/scenes/019a.jpg,stimuli/scenes/019b.jpg,stimuli/objects/103a.jpg,stimuli/objects/103b.jpg,dist1,dist2,target,lure
ORVOS UTCA,stimuli/objects/022a.jpg,object,left,Camponello,0,stimuli/objects/022a.jpg,stimuli/scenes/077b.jpg,stimuli/objects/022a.jpg,stimuli/objects/022b.jpg,stimuli/scenes/077a.jpg,dist2,target,lure,dist1
SÜTŐ UTCA,stimuli/objects/108a.jpg,object,left,Camponello,0,stimuli/objects/108a.jpg,stimuli/objects/056a.jpg,stimuli/objects/108a.jpg,stimuli/objects/056b.jpg,stimuli/objects/108b.jpg,dist1,target,dist2,lure
TOLMÁCS UTCA,stimuli/objects/101a.jpg,object,left,Camponello,2,stimuli/scenes/090a.jpg,stimuli/scenes/090a.jpg,stimuli/objects/076a.jpg,stimuli/objects/076b.jpg,stimuli/scenes/090b.jpg,target,dist1,dist2,lure
HORDÓ UTCA,stimuli/objects/033a.jpg,object,left,Camponello,0,stimuli/objects/033a.jpg,stimuli/scenes/022b.jpg,stimuli/objects/033a.jpg,stimuli/scenes/022a.jpg,stimuli/objects/033b.jpg,dist2,target,dist1,lure
SZŐLŐ UTCA,stimuli/objects/056a.jpg,object,left,Camponello,0,stimuli/objects/056a.jpg,stimuli/objects/053b.jpg,stimuli/objects/053a.jpg,stimuli/objects/056b.jpg,stimuli/objects/056a.jpg,dist2,dist1,lure,target
TERASZ UTCA,stimuli/objects/083a.jpg,object,left,Camponello,1,stimuli/objects/062a.jpg,stimuli/scenes/003a.jpg,stimuli/objects/062a.jpg,stimuli/objects/062b.jpg,stimuli/scenes/003b.jpg,dist1,target,lure,dist2
PÁFRÁNY UTCA,stimuli/scenes/102a.jpg,scene,right,Camponello,0,stimuli/scenes/102a.jpg,stimuli/scenes/102a.jpg,stimuli/scenes/065a.jpg,stimuli/scenes/102b.jpg,stimuli/scenes/065b.jpg,target,dist1,lure,dist2
KAKAÓ UTCA,stimuli/objects/027a.jpg,object,left,Camponello,0,stimuli/objects/027a.jpg,stimuli/scenes/095a.jpg,stimuli/objects/027a.jpg,stimuli/scenes/095b.jpg,stimuli/objects/027b.jpg,dist1,target,dist2,lure
LEVÉL UTCA,stimuli/objects/111a.jpg,object,left,Camponello,0,stimuli/objects/111a.jpg,stimuli/objects/111a.jpg,stimuli/scenes/076b.jpg,stimuli/objects/111b.jpg,stimuli/scenes/076a.jpg,target,dist2,lure,dist1
SUGÁR UTCA,stimuli/scenes/118a.jpg,scene,right,Camponello,0,stimuli/scenes/118a.jpg,stimuli/scenes/118b.jpg,stimuli/objects/105a.jpg,stimuli/objects/105b.jpg,stimuli/scenes/118a.jpg,lure,dist1,dist2,target
HARMONIKA UTCA,stimuli/scenes/088a.jpg,scene,right,Camponello,2,stimuli/objects/078a.jpg,stimuli/objects/078b.jpg,stimuli/scenes/114a.jpg,stimuli/scenes/114b.jpg,stimuli/objects/078a.jpg,lure,dist1,dist2,target
DOMINÓ UTCA,stimuli/objects/113a.jpg,object,left,Camponello,0,stimuli/objects/113a.jpg,stimuli/scenes/093b.jpg,stimuli/scenes/093a.jpg,stimuli/objects/113a.jpg,stimuli/objects/113b.jpg,dist2,dist1,target,lure
PALACK UTCA,stimuli/scenes/086a.jpg,scene,right,Camponello,0,stimuli/scenes/086a.jpg,stimuli/objects/073b.jpg,stimuli/scenes/086a.jpg,stimuli/objects/073a.jpg,stimuli/scenes/086b.jpg,dist2,target,dist1,lure
BOHÓC UTCA,stimuli/objects/082a.jpg,object,left,Camponello,0,stimuli/objects/082a.jpg,stimuli/objects/072a.jpg,stimuli/objects/082a.jpg,stimuli/objects/082b.jpg,stimuli/objects/072b.jpg,dist1,target,lure,dist2
ÁLLOMÁS UTCA,stimuli/objects/063a.jpg,object,left,Camponello,0,stimuli/objects/063a.jpg,stimuli/scenes/046a.jpg,stimuli/objects/063b.jpg,stimuli/scenes/046b.jpg,stimuli/objects/063a.jpg,dist1,lure,dist2,target
MOGYORÓ UTCA,stimuli/objects/074a.jpg,object,left,Camponello,0,stimuli/objects/074a.jpg,stimuli/objects/074b.jpg,stimuli/objects/074a.jpg,stimuli/scenes/017b.jpg,stimuli/scenes/017a.jpg,lure,target,dist2,dist1
PETÁRDA UTCA,stimuli/objects/038a.jpg,object,left,Camponello,0,stimuli/objects/038a.jpg,stimuli/objects/038a.jpg,stimuli/scenes/073a.jpg,stimuli/objects/038b.jpg,stimuli/scenes/073b.jpg,target,dist1,lure,dist2
RIBIZLI UTCA,stimuli/scenes/024a.jpg,scene,right,Camponello,0,stimuli/scenes/024a.jpg,stimuli/objects/059a.jpg,stimuli/objects/059b.jpg,stimuli/scenes/024b.jpg,stimuli/scenes/024a.jpg,dist1,dist2,lure,target
KORONG UTCA,stimuli/objects/013a.jpg,object,left,Camponello,0,stimuli/objects/013a.jpg,stimuli/objects/013b.jpg,stimuli/objects/013a.jpg,stimuli/objects/021b.jpg,stimuli/objects/021a.jpg,lure,target,dist2,dist1
KÁRTYA UTCA,stimuli/scenes/006a.jpg,scene,right,Camponello,0,stimuli/scenes/006a.jpg,stimuli/scenes/006a.jpg,stimuli/scenes/006b.jpg,stimuli/scenes/085b.jpg,stimuli/scenes/085a.jpg,target,lure,dist2,dist1
PAPUCS UTCA,stimuli/scenes/076a.jpg,scene,right,Camponello,0,stimuli/scenes/076a.jpg,stimuli/scenes/076b.jpg,stimuli/scenes/029b.jpg,stimuli/scenes/029a.jpg,stimuli/scenes/076a.jpg,lure,dist2,dist1,target
TOBOZ UTCA,stimuli/objects/059a.jpg,object,left,Camponello,0,stimuli/objects/059a.jpg,stimuli/scenes/013b.jpg,stimuli/objects/059b.jpg,stimuli/objects/059a.jpg,stimuli/scenes/013a.jpg,dist2,lure,target,dist1
OROSZLÁN UTCA,stimuli/scenes/057a.jpg,scene,right,Camponello,0,stimuli/scenes/057a.jpg,stimuli/scenes/024b.jpg,stimuli/scenes/024a.jpg,stimuli/scenes/057a.jpg,stimuli/scenes/057b.jpg,dist2,dist1,target,lure
NARANCS UTCA,stimuli/scenes/052a.jpg,scene,right,Camponello,0,stimuli/scenes/052a.jpg,stimuli/scenes/048a.jpg,stimuli/scenes/048b.jpg,stimuli/scenes/052b.jpg,stimuli/scenes/052a.jpg,dist1,dist2,lure,target
KÖTÉNY UTCA,stimuli/objects/057a.jpg,object,left,Camponello,2,stimuli/scenes/114a.jpg,stimuli/scenes/114a.jpg,stimuli/scenes/079a.jpg,stimuli/scenes/114b.jpg,stimuli/scenes/079b.jpg,target,dist1,lure,dist2
MUSTÁR UTCA,stimuli/scenes/013a.jpg,scene,right,Camponello,0,stimuli/scenes/013a.jpg,stimuli/objects/020a.jpg,stimuli/objects/020b.jpg,stimuli/scenes/013b.jpg,stimuli/scenes/013a.jpg,dist1,dist2,lure,target
